Kigezruk Creek|stream|SRID=4269;POINT(-167.74056 65.50889)
Squirrel Creek|stream|SRID=4269;POINT(-157.91833 64.76611)
Squirrel Creek|stream|SRID=4269;POINT(-164.46861 64.76639)
Squirrel Creek|stream|SRID=4269;POINT(-145.08389 66.57639)
Squirrel Creek Campground|locale|SRID=4269;POINT(-145.17167 61.66639)
Squirrel Point|cape|SRID=4269;POINT(-154.25611 59.675)
Stab Creek|stream|SRID=4269;POINT(-163.69194 65.17778)
Stack Pup|stream|SRID=4269;POINT(-145.15222 65.55444)
Staines River|stream|SRID=4269;POINT(-145.99917 70.13806)
Stairway Glacier|glacier|SRID=4269;POINT(-148.4875 61.07694)
Stairway Icefall|glacier|SRID=4269;POINT(-142.88694 61.64778)
Stampede Creek|stream|SRID=4269;POINT(-150.32528 63.75944)
Strand Peak|summit|SRID=4269;POINT(-154.72056 63.27556)
Standard|populated place|SRID=4269;POINT(-148.52972 64.78083)
Standard Creek|stream|SRID=4269;POINT(-148.51917 64.77861)
Standard Creek|stream|SRID=4269;POINT(-143.45444 61.00694)
Stanstrom Creek|stream|SRID=4269;POINT(-160.46167 62.39139)
Star Creek|stream|SRID=4269;POINT(-155.42417 64.18583)
Star Creek|stream|SRID=4269;POINT(-164.75778 64.75056)
Star Creek|stream|SRID=4269;POINT(-166.25389 65.33528)
Star Creek|stream|SRID=4269;POINT(-164.81278 65.81)
Star Creek|stream|SRID=4269;POINT(-142.365 62.21389)
Star Creek|stream|SRID=4269;POINT(-164.94306 64.92056)
Star Creek|stream|SRID=4269;POINT(-163.3775 65.02861)
Star Creek|stream|SRID=4269;POINT(-165.24972 65.77611)
Star Gulch|valley|SRID=4269;POINT(-141.29361 64.66583)
Star Lake|lake|SRID=4269;POINT(-143.01783 61.33687)
Star Lake|lake|SRID=4269;POINT(-147.76361 64.88111)
Star Point|cape|SRID=4269;POINT(-133.735 58.13111)
Star Rock|island|SRID=4269;POINT(-134.89333 58.25083)
Starr Rocks|bar|SRID=4269;POINT(-152.54111 58.62778)
Starfish Bluff|cliff|SRID=4269;POINT(-153.68139 69.06444)
Starr Creek|stream|SRID=4269;POINT(-157.34861 62.24694)
Starr Lake|lake|SRID=4269;POINT(-151.66003 63.94824)
Starr Point|cape|SRID=4269;POINT(-153.36583 57.75778)
Startup Creek|stream|SRID=4269;POINT(-147.29778 61.90389)
Startup Lakes|lake|SRID=4269;POINT(-147.27111 61.93056)
Starvation Creek|stream|SRID=4269;POINT(-149.24222 65.35556)
Station Creek|stream|SRID=4269;POINT(-142.19111 61.68444)
Station Island|island|SRID=4269;POINT(-134.91944 58.23194)
Station Island|island|SRID=4269;POINT(-152.54583 65.14056)
Station Rocks|bar|SRID=4269;POINT(-151.83528 65.11833)
Steak Creek|stream|SRID=4269;POINT(-156.14306 62.94833)
Steamboat Cabin Slough|lake|SRID=4269;POINT(-144.58346 66.65761)
Steamboat Creek|stream|SRID=4269;POINT(-143.35472 61.33611)
Steamboat Creek|stream|SRID=4269;POINT(-147.51 65.00556)
Steamboat Creek|stream|SRID=4269;POINT(-157.76417 61.89528)
Steamboat Mountain|summit|SRID=4269;POINT(-141.47472 66.09583)
Steamboat Slough|stream|SRID=4269;POINT(-161.70472 60.7825)
Steamboat Slough|stream|SRID=4269;POINT(-163.18528 62.04278)
Steamboat Slough|stream|SRID=4269;POINT(-159.21583 63.85694)
Steamboat Slough|stream|SRID=4269;POINT(-163.45444 64.76472)
Steamboat Slough|stream|SRID=4269;POINT(-152.40444 65.13889)
Stebbins|populated place|SRID=4269;POINT(-162.28806 63.52222)
Steel Creek|stream|SRID=4269;POINT(-148.41556 65.46972)
Steel Creek|stream|SRID=4269;POINT(-156.68889 63.14528)
Steele Creek|locale|SRID=4269;POINT(-141.28722 64.27139)
Steele Creek|stream|SRID=4269;POINT(-147.47917 64.84417)
Steele Creek|stream|SRID=4269;POINT(-141.28417 64.27139)
Steele Creek Dome|summit|SRID=4269;POINT(-141.33639 64.1875)
Steele Lake|lake|SRID=4269;POINT(-153.64728 62.56876)
Steep Cape|cape|SRID=4269;POINT(-153.20889 58.20083)
Steep Creek|stream|SRID=4269;POINT(-134.56361 58.4175)
Skull Lake|lake|SRID=4269;POINT(-143.67257 61.36938)
Skull Peak|summit|SRID=4269;POINT(-145.44667 63.28361)
Skwentna|locale|SRID=4269;POINT(-151.18111 61.95861)
Skwentna River|stream|SRID=4269;POINT(-151.13972 61.98556)
Skyscraper Mountain|summit|SRID=4269;POINT(-149.29944 61.77833)
Skyscraper Peak|summit|SRID=4269;POINT(-143.79694 61.69778)
Slalom Cabin (historical)|locale|SRID=4269;POINT(-134.44722 58.28472)
Slana|populated place|SRID=4269;POINT(-143.96111 62.70694)
Slana River|stream|SRID=4269;POINT(-144.00833 62.7)
Slana Slough|stream|SRID=4269;POINT(-143.68083 62.82306)
Slate Creek|locale|SRID=4269;POINT(-144.86194 63.17167)
Slate Creek|stream|SRID=4269;POINT(-134.71917 58.49278)
Slate Creek|stream|SRID=4269;POINT(-160.00806 60.21694)
Slate Creek|stream|SRID=4269;POINT(-145.20917 61.49944)
Slate Creek|stream|SRID=4269;POINT(-158.79417 62.03583)
Slate Creek|stream|SRID=4269;POINT(-151.59806 62.42556)
Slate Creek|stream|SRID=4269;POINT(-157.90306 62.45222)
Slate Creek|stream|SRID=4269;POINT(-150.9175 62.5125)
Slate Creek|stream|SRID=4269;POINT(-144.87194 63.1725)
Slate Creek|stream|SRID=4269;POINT(-151.01889 63.49333)
Slate Creek|stream|SRID=4269;POINT(-147.28 63.86889)
Slate Creek|stream|SRID=4269;POINT(-149.11694 63.99167)
Slate Creek|stream|SRID=4269;POINT(-165.32778 64.65)
Slate Creek|stream|SRID=4269;POINT(-165.32167 64.69472)
Slate Creek|stream|SRID=4269;POINT(-165.63361 64.74444)
Slate Creek|stream|SRID=4269;POINT(-165.35611 64.82639)
Slate Creek|stream|SRID=4269;POINT(-163.24972 64.90056)
Slate Creek|stream|SRID=4269;POINT(-164.84583 64.91556)
Slate Creek|stream|SRID=4269;POINT(-166.27583 65.10167)
Slate Creek|stream|SRID=4269;POINT(-166.14417 65.14861)
Slate Creek|stream|SRID=4269;POINT(-166.25333 65.30611)
Slate Creek|stream|SRID=4269;POINT(-143.3625 65.31)
Slate Creek|stream|SRID=4269;POINT(-150.12806 65.36389)
Slate Creek|stream|SRID=4269;POINT(-152.71167 65.38306)
Slate Creek|stream|SRID=4269;POINT(-145.1025 65.46417)
Slate Creek|stream|SRID=4269;POINT(-147.97806 67.57417)
Slate Creek|stream|SRID=4269;POINT(-160.02222 60.98194)
Slate Creek|stream|SRID=4269;POINT(-144.33972 64.48167)
Slate Creek|stream|SRID=4269;POINT(-142.40083 64.63694)
Slate Creek|stream|SRID=4269;POINT(-148.39389 65.26667)
Slate Creek|stream|SRID=4269;POINT(-148.55833 66.96667)
Slate Creek|stream|SRID=4269;POINT(-163.80806 64.76833)
Slate Creek|stream|SRID=4269;POINT(-161.25194 59.29444)
Slate Lake|lake|SRID=4269;POINT(-158.94992 60.3996)
Slatepile Mountain|summit|SRID=4269;POINT(-150.98889 67.94833)
Slater Creek|stream|SRID=4269;POINT(-146.19111 61.13028)
Slaterville|populated place|SRID=4269;POINT(-147.72361 64.84806)
Slathtouka Creek|stream|SRID=4269;POINT(-153.11167 66.24583)
Slatka Creek|stream|SRID=4269;POINT(-143.73194 61.59444)
Slaven Cabin|locale|SRID=4269;POINT(-143.11972 65.35056)
Slaven Dome|summit|SRID=4269;POINT(-143.20889 65.29333)
Sled Pass|gap|SRID=4269;POINT(-153.71417 61.64444)
Sledge Creek|stream|SRID=4269;POINT(-165.47389 64.62333)
Sledge Island|island|SRID=4269;POINT(-166.20333 64.485)
Sleepy Creek|stream|SRID=4269;POINT(-158.28806 56.63917)
Sleepy Creek|stream|SRID=4269;POINT(-150.39028 67.61167)
Sleetmute|populated place|SRID=4269;POINT(-157.16972 61.7025)
Sleigh Creek|stream|SRID=4269;POINT(-147.28472 62.01444)
Slide Creek|stream|SRID=4269;POINT(-150.42972 62.77861)
Slide Creek|stream|SRID=4269;POINT(-147.25111 64.00972)
Slide Lake|lake|SRID=4269;POINT(-134.40524 58.00215)
Slide Mountain|summit|SRID=4269;POINT(-146.82556 62.02028)
Slim Glacier|glacier|SRID=4269;POINT(-159.25222 56.18611)
Slim Island|island|SRID=4269;POINT(-160.18917 62.61583)
Slim Lake|lake|SRID=4269;POINT(-152.3315 63.83543)
Slime Creek|stream|SRID=4269;POINT(-148.81889 63.51139)
Slipper Lake|lake|SRID=4269;POINT(-148.92219 61.73169)
Slippery Creek|stream|SRID=4269;POINT(-147.09583 65.04)
Slippery Creek|stream|SRID=4269;POINT(-151.68722 63.74889)
Slocum Inlet|bay|SRID=4269;POINT(-134.06167 58.13111)
Slokhenjikh Creek|stream|SRID=4269;POINT(-152.90028 65.78861)
Slokhenjikh Hills|range|SRID=4269;POINT(-152.75 65.89083)
Slope Creek|stream|SRID=4269;POINT(-161.91444 61.79694)
Slope Creek|stream|SRID=4269;POINT(-148.24444 65.65333)
Slope Glacier|glacier|SRID=4269;POINT(-143.86388 60.46695)
Slope Peak|summit|SRID=4269;POINT(-152.27472 57.54194)
Slow Creek|stream|SRID=4269;POINT(-156.60056 63.82222)
Slow Fork Hills|range|SRID=4269;POINT(-153.07056 63.07139)
Slow Fork|stream|SRID=4269;POINT(-153.76083 63.19111)
Slug Mountain|summit|SRID=4269;POINT(-161.65722 58.62722)
Slug River|stream|SRID=4269;POINT(-161.73778 58.63722)
Sluicebox Creek|stream|SRID=4269;POINT(-149.69861 65.41806)
Small Creek|stream|SRID=4269;POINT(-152.6525 57.86417)
Small Creek|stream|SRID=4269;POINT(-145.5375 61.20333)
Small Creek|stream|SRID=4269;POINT(-158.76194 62.06611)
Small Timber Lake|lake|SRID=4269;POINT(-143.83377 66.65402)
Smalls River|stream|SRID=4269;POINT(-161.81861 59.01667)
Smallwood Creek|stream|SRID=4269;POINT(-147.24139 64.89222)
Smally Creek|stream|SRID=4269;POINT(-150.58611 67.02667)
Smelt Creek|stream|SRID=4269;POINT(-156.74056 58.68778)
Smelt Island|island|SRID=4269;POINT(-156.73556 58.68583)
Smith Bay|bay|SRID=4269;POINT(-154.4 70.92972)
Smith Creek|stream|SRID=4269;POINT(-165.19833 65.12639)
Smith Creek|stream|SRID=4269;POINT(-158.52056 62.19278)
Smith Creek|stream|SRID=4269;POINT(-146.345 65.29139)
Smith Creek|stream|SRID=4269;POINT(-141.0825 64.26778)
Smith Glacier|glacier|SRID=4269;POINT(-147.78028 61.27389)
Smith Lake|lake|SRID=4269;POINT(-153.73034 62.32726)
Smith Lake|lake|SRID=4269;POINT(-147.86389 64.86583)
Smith Lake|lake|SRID=4269;POINT(-141.56573 67.19544)
Smith Mill|locale|SRID=4269;POINT(-146.31917 61.21806)
Smith Mountain|summit|SRID=4269;POINT(-156.40389 68.70333)
Smith Mountain Lakes|lake|SRID=4269;POINT(-156.40139 68.74528)
Smith River|stream|SRID=4269;POINT(-153.12972 70.92306)
Smoke Mountain|summit|SRID=4269;POINT(-146.24194 68.02667)
Smokey Lake|lake|SRID=4269;POINT(-146.44823 62.06364)
Smoky Hollow|valley|SRID=4269;POINT(-159.55 55.8679)
Smoky Point|cape|SRID=4269;POINT(-157.69 57.61222)
Smoothface Mountain|summit|SRID=4269;POINT(-149.60222 65.89278)
Smugglers Cove|bay|SRID=4269;POINT(-134.65556 58.34722)
Snag Creek|stream|SRID=4269;POINT(-150.78194 61.61611)
Snag Creek|stream|SRID=4269;POINT(-140.99972 62.45444)
Snag Point|cape|SRID=4269;POINT(-158.43694 59.05444)
Snake River|stream|SRID=4269;POINT(-158.70861 58.77111)
Snake River|stream|SRID=4269;POINT(-165.41306 64.49861)
Snare Creek|stream|SRID=4269;POINT(-143.16611 65.2975)
Snider Peak|summit|SRID=4269;POINT(-144.63 62.06833)
Snipe Lake|lake|SRID=4269;POINT(-154.29925 60.62563)
Snodgrass Lake|lake|SRID=4269;POINT(-147.55288 63.08085)
Snohomish Hills|ridge|SRID=4269;POINT(-152.70833 63.80278)
Lake Snohomish|lake|SRID=4269;POINT(-152.50676 63.75818)
Snow Creek|stream|SRID=4269;POINT(-141.0325 64.30639)
Snow Creek|stream|SRID=4269;POINT(-163.85583 64.67389)
Snow Creek|stream|SRID=4269;POINT(-165.87139 64.91472)
Snow Creek|stream|SRID=4269;POINT(-145.16833 69.47306)
Snow Gulch|valley|SRID=4269;POINT(-161.70667 58.91417)
Snow Gulch|valley|SRID=4269;POINT(-161.42889 59.54028)
Snow Gulch|valley|SRID=4269;POINT(-158.20111 62.08167)
Snow Gulch|valley|SRID=4269;POINT(-141.83306 62.11139)
Snow Gulch|valley|SRID=4269;POINT(-165.40667 64.5975)
Snow Gulch|valley|SRID=4269;POINT(-148.39639 65.57917)
Snow Gulch|valley|SRID=4269;POINT(-165.09611 64.47167)
Snow Gulch|valley|SRID=4269;POINT(-155.51833 64.3825)
Snow Gulch|valley|SRID=4269;POINT(-165.73111 65.04333)
Snow Mountain Gulch|valley|SRID=4269;POINT(-147.53528 64.1025)
Snow Tower|summit|SRID=4269;POINT(-133.4 58.17333)
Snow White|summit|SRID=4269;POINT(-145.37028 63.35611)
Snowball Creek|stream|SRID=4269;POINT(-163.65028 64.97417)
Snowbank Creek|stream|SRID=4269;POINT(-165.75778 68.1075)
Snowcap Mountain|summit|SRID=4269;POINT(-153.63139 61.45417)
Snowden Creek|stream|SRID=4269;POINT(-149.77556 67.73639)
Snowden Mountain|summit|SRID=4269;POINT(-149.69389 67.79806)
Snowheel Mountain|summit|SRID=4269;POINT(-150.42472 68.05417)
Snowshoe Creek|stream|SRID=4269;POINT(-150.82722 63.60778)
Snowshoe Creek|stream|SRID=4269;POINT(-143.48944 62.92417)
Snowshoe Creek|stream|SRID=4269;POINT(-147.91361 65.13111)
Snowshoe Creek|stream|SRID=4269;POINT(-165.2925 65.93944)
Snowshoe Gulch|valley|SRID=4269;POINT(-165.70194 64.7075)
Snowshoe Lake|lake|SRID=4269;POINT(-146.68675 62.03892)
Snowslide Creek|stream|SRID=4269;POINT(-134.37111 58.28194)
Snowslide Creek|stream|SRID=4269;POINT(-151.53722 62.55694)
Snowslide Gulch|valley|SRID=4269;POINT(-134.37806 58.3075)
Snowy Mountain|summit|SRID=4269;POINT(-154.68333 58.33333)
Snug Cove|bay|SRID=4269;POINT(-154.17389 56.99278)
Snug Harbor|bay|SRID=4269;POINT(-154.61083 59.50083)
Snowslide Creek|stream|SRID=4269;POINT(-144.64389 63.33611)
Soakpak Mountain|summit|SRID=4269;POINT(-151.85361 68.18806)
Soapstone Cove|bay|SRID=4269;POINT(-136.49111 58.09806)
Soapstone Point|cape|SRID=4269;POINT(-136.49417 58.10222)
Sockeye Creek|stream|SRID=4269;POINT(-133.98361 58.49667)
Sockeye Lake|lake|SRID=4269;POINT(-149.79508 62.42468)
Joseph Creek|stream|SRID=4269;POINT(-143.10778 64.37639)
Arctic Dome|summit|SRID=4269;POINT(-142.60639 64.9225)
Soda Creek|stream|SRID=4269;POINT(-142.95472 62.51389)
Soda Creek|stream|SRID=4269;POINT(-141.76806 64.1175)
Soda Creek|stream|SRID=4269;POINT(-166.21306 65.19917)
Soda Creek|stream|SRID=4269;POINT(-154.02306 63.25833)
Soda Lake|lake|SRID=4269;POINT(-142.9048 62.53769)
Sol Thumb|ridge|SRID=4269;POINT(-134.26694 58.39556)
Soldier Creek|stream|SRID=4269;POINT(-149.76472 61.44167)
Soldier Slough|stream|SRID=4269;POINT(-149.14333 64.71083)
Solivik Island|island|SRID=4269;POINT(-162.36111 70.18167)
Solo Creek|stream|SRID=4269;POINT(-147.20444 65.00806)
Solo Creek|stream|SRID=4269;POINT(-141.67167 61.755)
Solo Flats|flat|SRID=4269;POINT(-141.73056 61.85722)
Solo Lake|lake|SRID=4269;POINT(-141.65113 61.79124)
Solo Mountain|summit|SRID=4269;POINT(-141.82889 61.84111)
Soloman Lake|lake|SRID=4269;POINT(-145.07725 68.11252)
Solomon|populated place|SRID=4269;POINT(-164.43917 64.56083)
Solomon Creek|stream|SRID=4269;POINT(-160.05861 60.42583)
Solomon Creek|stream|SRID=4269;POINT(-155.64833 64.07639)
Solomon Gulch|valley|SRID=4269;POINT(-146.30389 61.08444)
Solomon Lake|lake|SRID=4269;POINT(-146.29834 61.06667)
Solomon River|stream|SRID=4269;POINT(-164.41111 64.55028)
Solsmunket Lake|lake|SRID=4269;POINT(-156.11969 66.0598)
Soluka Creek|stream|SRID=4269;POINT(-154.94833 58.03806)
Somber Creek|stream|SRID=4269;POINT(-151.95556 63.08528)
Someone Creek|stream|SRID=4269;POINT(-165.48111 64.62167)
Sonickson Creek|stream|SRID=4269;POINT(-141.86194 64.94056)
Sonora Creek|stream|SRID=4269;POINT(-144.84056 64.37167)
Sonora Creek|stream|SRID=4269;POINT(-165.92222 64.55056)
Sonya Creek|stream|SRID=4269;POINT(-141.33333 61.98333)
Sooghmeghat|populated place|SRID=4269;POINT(-169.40639 63.35111)
Soomaghat Mountain|summit|SRID=4269;POINT(-169.38639 63.25917)
Sooner River|stream|SRID=4269;POINT(-163.33472 68.55056)
Soonkakat River|stream|SRID=4269;POINT(-158.04528 64.71139)
Mount Sorenson|summit|SRID=4269;POINT(-142.95028 64.99028)
Sorepaw Creek|stream|SRID=4269;POINT(-159.15361 68.83194)
Sorrels Creek|stream|SRID=4269;POINT(-146.87778 65.08056)
Sosbee Bay|bay|SRID=4269;POINT(-158.82972 55.84306)
Soule Creek|stream|SRID=4269;POINT(-148.69056 63.2375)
Soup Lake|lake|SRID=4269;POINT(-146.11587 62.10103)
Sourdough|locale|SRID=4269;POINT(-145.51361 62.52917)
Sourdough Camp|locale|SRID=4269;POINT(-146.47417 65.29083)
Sourdough Creek|stream|SRID=4269;POINT(-163.91139 64.68528)
Sourdough Creek|stream|SRID=4269;POINT(-146.4825 65.28583)
Sourdough Creek|stream|SRID=4269;POINT(-145.52306 62.52417)
Sourdough Creek|stream|SRID=4269;POINT(-166.54306 64.94944)
Sourdough Gulch|valley|SRID=4269;POINT(-151.02083 62.46694)
Sourdough Hill|summit|SRID=4269;POINT(-142.76056 61.40417)
Sourdough Peak|summit|SRID=4269;POINT(-142.73222 61.41278)
South Aluk Hill|summit|SRID=4269;POINT(-165.29361 68.73306)
South Arm Uganik Bay|bay|SRID=4269;POINT(-153.51806 57.67722)
South Bight|bay|SRID=4269;POINT(-135.66972 58.02778)
South Branch Trimble Glacier|glacier|SRID=4269;POINT(-152.14833 61.65083)
South Branch Warehouse Creek|stream|SRID=4269;POINT(-162.00278 59.93167)
South Cape|cape|SRID=4269;POINT(-155.59861 55.76333)
South Channel Yakataga River|stream|SRID=4269;POINT(-142.47806 60.07694)
South Creek|stream|SRID=4269;POINT(-147.29917 61.99028)
South Deception Lake|lake|SRID=4269;POINT(-136.78133 58.36455)
South Dome|summit|SRID=4269;POINT(-137.20583 58.49194)
South Fork|stream|SRID=4269;POINT(-164.33333 64.71167)
South Fork Arolik River|stream|SRID=4269;POINT(-161.32917 59.505)
South Fork Birch Creek|stream|SRID=4269;POINT(-144.42806 65.30278)
South Fork Buck Creek|stream|SRID=4269;POINT(-167.47778 65.62639)
South Fork Burls Creek|stream|SRID=4269;POINT(-156.15278 57.68639)
South Fork Campbell Creek|stream|SRID=4269;POINT(-149.82 61.175)
South Fork Eagle River|stream|SRID=4269;POINT(-149.47444 61.29806)
South Fork Flats|flat|SRID=4269;POINT(-149.41722 67.33417)
South Fork Folger Creek|stream|SRID=4269;POINT(-156.15583 63.44056)
South Fork Fortymile River|stream|SRID=4269;POINT(-141.75417 64.24278)
South Fork George River|stream|SRID=4269;POINT(-157.47944 61.99111)
South Fork Goodnews River|stream|SRID=4269;POINT(-161.48 59.12389)
South Fork Goodpaster River|stream|SRID=4269;POINT(-145.17333 64.20472)
South Fork Harrison Creek|stream|SRID=4269;POINT(-145.12889 65.3625)
South Fork Hess Creek|stream|SRID=4269;POINT(-148.35333 65.70833)
South Fork Hoholitna River|stream|SRID=4269;POINT(-156.24333 60.90972)
South Fork Huslia River|stream|SRID=4269;POINT(-156.67722 65.945)
South Fork Indian River|stream|SRID=4269;POINT(-161.83 59.29806)
South Fork Koyukuk River|stream|SRID=4269;POINT(-151.93806 66.58194)
South Fork Kuskokwim River|stream|SRID=4269;POINT(-154.64222 63.0875)
South Fork Kuyukutuk River|stream|SRID=4269;POINT(-161.68583 61.86806)
South Fork Kuzitrin River|stream|SRID=4269;POINT(-163.81083 65.45)
South Fork Ladue River|stream|SRID=4269;POINT(-141.58 63.40444)
South Fork Lake|lake|SRID=4269;POINT(-149.2534 67.42991)
South Fork Lodge|locale|SRID=4269;POINT(-141.78111 64.05056)
South Fork Martin Creek|stream|SRID=4269;POINT(-150.80778 62.40444)
South Fork Matanuska River|stream|SRID=4269;POINT(-147.48611 61.79083)
South Fork Montana Creek|stream|SRID=4269;POINT(-149.95333 62.18139)
South Fork Mosquito Creek|stream|SRID=4269;POINT(-162.71528 65.04)
South Fork Ninuluk Creek|stream|SRID=4269;POINT(-153.07694 69.05194)
South Fork Nulato River|stream|SRID=4269;POINT(-158.21 64.72917)
South Fork Nuluk River|stream|SRID=4269;POINT(-166.25611 65.63444)
South Fork Otter Creek|stream|SRID=4269;POINT(-157.71528 62.51722)
South Fork Pass Creek|stream|SRID=4269;POINT(-147.01972 63.17222)
South Fork Quail Creek|stream|SRID=4269;POINT(-149.75444 65.35806)
South Fork Rex Creek|stream|SRID=4269;POINT(-155.81806 57.65972)
South Fork Serpentine River|stream|SRID=4269;POINT(-165.26472 66.11694)
South Fork Sulatna River|stream|SRID=4269;POINT(-155.80583 64.29833)
South Fork Sulatna River|stream|SRID=4269;POINT(-155.07 64.23)
South Fork Twelvemile Creek|stream|SRID=4269;POINT(-145.79472 65.40083)
South Inian Pass|channel|SRID=4269;POINT(-136.28639 58.23306)
South Island|island|SRID=4269;POINT(-156.73861 55.985)
South Lake|lake|SRID=4269;POINT(-147.34528 61.98202)
South Lime Lake|lake|SRID=4269;POINT(-155.30945 61.39315)
South Maktak Hills|range|SRID=4269;POINT(-165.30361 68.30667)
South Meadow Lake|lake|SRID=4269;POINT(-156.64833 71.30238)
South Mouth Arolik River|stream|SRID=4269;POINT(-161.87722 59.67111)
South Naknek|populated place|SRID=4269;POINT(-156.99806 58.71556)
South Olga Lakes|lake|SRID=4269;POINT(-154.22639 57.05167)
South Passage|channel|SRID=4269;POINT(-136.08556 58.24389)
South Peak|summit|SRID=4269;POINT(-150.74944 61.45167)
South Point|cape|SRID=4269;POINT(-152.36583 57.88694)
South River|stream|SRID=4269;POINT(-160.66833 63.87222)
South Rock|bar|SRID=4269;POINT(-136.32 58.21833)
South Salt Lagoon|lake|SRID=4269;POINT(-156.72197 71.30996)
South Spit|bar|SRID=4269;POINT(-157.53528 58.18472)
South Spit|bar|SRID=4269;POINT(-163.02917 64.52056)
South Spit|cape|SRID=4269;POINT(-161.8275 59.03556)
South Trick Lake|lake|SRID=4269;POINT(-136.70357 58.35943)
South Twin Creek|stream|SRID=4269;POINT(-148.44 67.62611)
South Twin Glacier|glacier|SRID=4269;POINT(-152.66444 61.43361)
South Twin Peak|summit|SRID=4269;POINT(-154.22694 56.90333)
South Yoke Mountain|summit|SRID=4269;POINT(-161.63083 59.50167)
Southeast Cape|cape|SRID=4269;POINT(-169.64139 62.93611)
Southeast End|cape|SRID=4269;POINT(-134.26528 58.19389)
Southeast Fork Kahiltna Glacier|glacier|SRID=4269;POINT(-151.12111 62.96778)
Southeast Rock|bar|SRID=4269;POINT(-144.58944 59.76139)
Southeast Spur|ridge|SRID=4269;POINT(-150.91528 63.02306)
Southwest Anchorage|bay|SRID=4269;POINT(-155.725 55.80806)
Southwest Cape|cape|SRID=4269;POINT(-171.47167 63.3075)
Sovereign Mountain|summit|SRID=4269;POINT(-148.60222 62.13167)
Spalding Creek|stream|SRID=4269;POINT(-156.54278 62.95056)
Spangle Creek|stream|SRID=4269;POINT(-155.45222 64.185)
Sparkle Creek|stream|SRID=4269;POINT(-165.27889 64.64556)
Sparks (historical)|populated place|SRID=4269;POINT(-159.15361 59.03028)
Spasski Bay|bay|SRID=4269;POINT(-135.33056 58.11028)
Spasski Creek|stream|SRID=4269;POINT(-135.28833 58.08889)
Spasski Island|island|SRID=4269;POINT(-135.27111 58.1325)
Spasski Trail|trail|SRID=4269;POINT(-135.36806 58.10278)
West Creek|stream|SRID=4269;POINT(-157.46833 56.8425)
West Creek|stream|SRID=4269;POINT(-159.63806 59.62)
West Creek|stream|SRID=4269;POINT(-164.43194 64.67389)
West End Creek|stream|SRID=4269;POINT(-147.69167 61.80722)
West Fork|gut|SRID=4269;POINT(-150.44889 61.42889)
West Fork|locale|SRID=4269;POINT(-148.64472 65.45083)
West Fork|stream|SRID=4269;POINT(-149.42083 61.74778)
